alcaldia_catalogo,dia_semana,00:00,01:00,02:00,03:00
Azcapotzalco,Domingo,95,130,121,106,87,64,40,52,66,57,77,110,82,106,121,137,171,106,101,118,122,164,161,106


'Cuauhtémoc', 'Miguel Hidalgo', 'Iztacalco', 'Venustiano Carranza','Gustavo A. Madero', 'Xochimilco', 'Tláhuac', 'Iztapalapa','Álvaro Obregón', 'Azcapotzalco', 'Tlalpan', 'Coyoacán','Milpa Alta', 'Cuajimalpa de Morelos', 'Benito Juárez','La Magdalena Contreras'
