hora_usable,folio
00:00,3128
01:00,3494
02:00,2926
03:00,2678
04:00,2456
05:00,1991
06:00,1778
07:00,1777
08:00,1990
09:00,1705
10:00,1903
11:00,2174
12:00,2406
13:00,2791
14:00,3177
15:00,3552
16:00,3696
17:00,3679
18:00,3892
19:00,4405
20:00,4585
21:00,4330
22:00,4279
23:00,3441
