hora_usable,folio
00:00,3948
01:00,3271
02:00,2651
03:00,2317
04:00,1942
05:00,1778
06:00,1783
07:00,1795
08:00,1990
09:00,2282
10:00,2524
11:00,2720
12:00,3200
13:00,3533
14:00,4270
15:00,4529
16:00,4941
17:00,4689
18:00,4771
19:00,5036
20:00,5098
21:00,5054
22:00,4821
23:00,4360
