hora_usable,folio
00:00,2208
01:00,1283
02:00,893
03:00,568
04:00,432
05:00,449
06:00,917
07:00,1779
08:00,2974
09:00,3398
10:00,2900
11:00,2803
12:00,2833
13:00,3079
14:00,3834
15:00,4247
16:00,4259
17:00,4054
18:00,4231
19:00,4910
20:00,4916
21:00,4736
22:00,3879
23:00,3231
