hora_usable,folio
00:00,17844
01:00,13302
02:00,9823
03:00,7821
04:00,6569
05:00,6176
06:00,8012
07:00,12923
08:00,18696
09:00,20525
10:00,19211
11:00,19315
12:00,20007
13:00,22047
14:00,26998
15:00,29886
16:00,30538
17:00,30115
18:00,30748
19:00,34129
20:00,33844
21:00,32550
22:00,29572
23:00,23610
